sold by,publisher.type,genre,avg.review,daily.sales,total.reviews,sale.price
HarperCollins Publishers,big five,non_fiction,3.33,82.39,118,17.92
"Amazon Digital Services,  Inc.",small/medium,YA_fiction,4.84,74.6,172,7.12
"Amazon Digital Services,  Inc.",indie,YA_fiction,4.68,131,185,10.17
Random House LLC,big five,YA_fiction,4.66,62.06,171,12.93
Simon and Schuster Digital Sales Inc,big five,YA_fiction,4.66,124.79,187,4.83
"Amazon Digital Services,  Inc.",indie,non_fiction,4.78,48.6,91,13.13
HarperCollins Publishers,big five,YA_fiction,3.87,111.02,174,6.26
"Amazon Digital Services,  Inc.",small/medium,adult_fiction,4.47,45.94,101,8.1
"Amazon Digital Services,  Inc.",small/medium,non_fiction,4.3,56.15,125,14.69
"Amazon Digital Services,  Inc.",amazon,YA_fiction,3.67,73.21,182,6.53
"Amazon Digital Services,  Inc.",single author,adult_fiction,3.9,66.41,125,5.03
"Amazon Digital Services,  Inc.",small/medium,non_fiction,4.22,67.97,88,15.79
"Amazon Digital Services,  Inc.",small/medium,YA_fiction,4.76,88.98,166,9.8
"Amazon Digital Services,  Inc.",small/medium,adult_fiction,4.85,73.03,110,5.83
HarperCollins Publishers,big five,adult_fiction,4.71,88.49,119,10.18
HarperCollins Publishers,big five,adult_fiction,4.31,85.27,122,7.87
"Amazon Digital Services,  Inc.",small/medium,non_fiction,3.48,63.02,110,15.36
"Amazon Digital Services,  Inc.",small/medium,non_fiction,4.66,59.61,130,14.72
Random House LLC,big five,YA_fiction,4.77,126.64,164,6.69
Macmillan,big five,YA_fiction,4.75,91.28,172,3.5
"Amazon Digital Services,  Inc.",indie,adult_fiction,4.75,85.08,127,8.9
"Amazon Digital Services,  Inc.",indie,YA_fiction,4.52,147.6,239,9.46
"Amazon Digital Services,  Inc.",small/medium,non_fiction,4.4,62.01,103,15.38
"Amazon Digital Services,  Inc.",indie,YA_fiction,4.25,71.17,170,5.13
Penguin Group (USA) LLC,big five,non_fiction,4.7,79.38,93,13.83
Penguin Group (USA) LLC,big five,adult_fiction,4.4,37.16,117,9.2
HarperCollins Publishers,big five,YA_fiction,4.5,161.66,208,5.37
Random House LLC,big five,non_fiction,4.89,94.25,115,15.78
Hachette Book Group,big five,adult_fiction,4.3,90.39,122,9.81
"Amazon Digital Services,  Inc.",small/medium,non_fiction,4.43,72.24,111,14.53
"Amazon Digital Services,  Inc.",single author,adult_fiction,3.57,79.71,124,10.36
"Amazon Digital Services,  Inc.",indie,YA_fiction,4.14,131.89,187,6.4
"Amazon Digital Services,  Inc.",small/medium,adult_fiction,4.25,115.14,131,7.86
Random House LLC,big five,YA_fiction,4.44,135.5,146,5.83
"Amazon Digital Services,  Inc.",small/medium,YA_fiction,3.94,138.09,145,8.57
Simon and Schuster Digital Sales Inc,big five,YA_fiction,4.69,156.36,179,5.08
"Amazon Digital Services,  Inc.",small/medium,non_fiction,4.38,60.12,121,18.35
Macmillan,big five,adult_fiction,4.39,80,150,9.09
Simon and Schuster Digital Sales Inc,big five,non_fiction,4.66,64.72,78,13.56
Simon and Schuster Digital Sales Inc,big five,adult_fiction,4.88,98.35,144,9.44
"Amazon Digital Services,  Inc.",small/medium,YA_fiction,4.08,139.66,162,5.73
"Amazon Digital Services,  Inc.",small/medium,non_fiction,4.15,60.25,107,15.13
"Amazon Digital Services,  Inc.",single author,non_fiction,4.26,68.18,94,14.07
Random House LLC,big five,non_fiction,4.34,36.45,101,13.11
"Amazon Digital Services,  Inc.",indie,adult_fiction,4.33,106.31,127,9.02
"Amazon Digital Services,  Inc.",small/medium,YA_fiction,4.73,135.36,146,11.17
"Amazon Digital Services,  Inc.",amazon,non_fiction,4.21,54.03,133,17.52
Simon and Schuster Digital Sales Inc,big five,adult_fiction,4.23,80.7,124,7
"Amazon Digital Services,  Inc.",small/medium,non_fiction,4.63,53.63,96,13.82
HarperCollins Publishers,big five,adult_fiction,3.86,85.83,128,5.36
Random House LLC,big five,adult_fiction,4.66,55.54,112,7.86
"Amazon Digital Services,  Inc.",indie,non_fiction,4.78,65.37,78,17.32
Macmillan,big five,YA_fiction,4.02,127.41,176,8.77
"Amazon Digital Services,  Inc.",small/medium,adult_fiction,3.12,49.98,129,8.82
"Amazon Digital Services,  Inc.",indie,adult_fiction,4.09,89.94,129,6.72
"Amazon Digital Services,  Inc.",small/medium,non_fiction,4.5,69.18,110,13.18
"Amazon Digital Services,  Inc.",single author,non_fiction,3.91,69.24,75,16.43
"Amazon Digital Services,  Inc.",single author,non_fiction,4.63,89.15,136,14.95
HarperCollins Publishers,big five,non_fiction,3.66,39.56,64,17.2
HarperCollins Publishers,big five,adult_fiction,4.14,122.21,97,6.41
Penguin Group (USA) LLC,big five,YA_fiction,3.73,116.07,197,8.75
"Amazon Digital Services,  Inc.",small/medium,adult_fiction,4.79,42.5,94,8.57
"Amazon Digital Services,  Inc.",indie,non_fiction,4.82,65.37,63,16.53
"Amazon Digital Services,  Inc.",small/medium,adult_fiction,4.42,129.48,157,5.15
"Amazon Digital Services,  Inc.",small/medium,adult_fiction,4.27,83.66,137,6.27
"Amazon Digital Services,  Inc.",small/medium,YA_fiction,3.91,123.36,159,8.55
"Amazon Digital Services,  Inc.",small/medium,YA_fiction,4.49,133.28,175,8.97
Simon and Schuster Digital Sales Inc,big five,adult_fiction,3.5,59.3,119,8.35
Random House LLC,big five,non_fiction,4.4,87.4,111,16.36
"Amazon Digital Services,  Inc.",small/medium,non_fiction,2.29,67.01,99,17.12
"Amazon Digital Services,  Inc.",small/medium,non_fiction,4.46,85.32,124,13.74
HarperCollins Publishing,big five,YA_fiction,4.26,121.67,178,7.23
"Amazon Digital Services,  Inc.",indie,non_fiction,4.84,47.12,101,15.29
"Amazon Digital Services,  Inc.",small/medium,YA_fiction,4.66,84.78,174,9.24
"Amazon Digital Services,  Inc.",indie,YA_fiction,4.78,114.47,150,6.33
Macmillan,big five,adult_fiction,4.5,45.61,125,9.18
"Amazon Digital Services,  Inc.",single author,YA_fiction,4.38,80.15,163,6.19
"Amazon Digital Services,  Inc.",small/medium,adult_fiction,4.6,67.25,119,6.59
"Amazon Digital Services,  Inc.",small/medium,adult_fiction,4.2,91.39,88,3.71
Simon and Schuster Digital Sales Inc,big five,YA_fiction,4.22,152.58,190,7.27
"Amazon Digital Services,  Inc.",small/medium,YA_fiction,3.59,152.79,155,7.18
"Amazon Digital Services,  Inc.",indie,non_fiction,4.73,70.54,83,15.34
"Amazon Digital Services,  Inc.",small/medium,YA_fiction,3.85,93.5,204,9.4
"Amazon Digital Services,  Inc.",small/medium,YA_fiction,4.44,164.41,216,7.2
Random House LLC,big five,non_fiction,4.7,66.56,95,14.14
"Amazon Digital Services,  Inc.",single author,non_fiction,4.53,66.39,96,14.63
Penguin Group (USA) LLC,big five,YA_fiction,4.77,127.46,196,8.37
"Amazon Digital Services,  Inc.",small/medium,YA_fiction,4.58,122.88,199,4.7
Simon and Schuster Digital Sales Inc,big five,adult_fiction,4.88,97.59,115,5.69
"Amazon Digital Services,  Inc.",single author,YA_fiction,4.14,114.24,166,9.95
"Amazon Digital Services,  Inc.",small/medium,adult_fiction,3.93,90.07,147,10.48
Macmillan,big five,adult_fiction,3.05,67.39,147,8.9
"Amazon Digital Services,  Inc.",small/medium,non_fiction,3.97,63.599999999999994,116,16.05
Simon and Schuster Digital Sales Inc,big five,YA_fiction,4.81,129.75,182,6.39
"Amazon Digital Services,  Inc.",small/medium,YA_fiction,4.44,114.7,158,10.2
Penguin Group (USA) LLC,big five,YA_fiction,3.5,91,195,9.78
"Amazon Digital Services,  Inc.",small/medium,adult_fiction,4.71,67.28,140,7.81
Random House LLC,big five,adult_fiction,4.8,104.5,165,2.78
"Amazon Digital Services,  Inc.",indie,adult_fiction,4.85,70.6,104,7.25
"Amazon Digital Services,  Inc.",indie,adult_fiction,4.45,77.35,118,9.8
"Amazon Digital Services,  Inc.",small/medium,non_fiction,4.83,50.04,115,13.73
"Amazon Digital Services,  Inc.",indie,non_fiction,4.31,38.05,94,15.84
"Amazon Digital Services,  Inc.",indie,non_fiction,4.59,59.77,108,15.33
"Amazon Digital Services,  Inc.",small/medium,adult_fiction,3.81,95.94,130,8.9
"Amazon Digital Services,  Inc.",small/medium,non_fiction,3.88,73.06,133,14.21
"Amazon Digital Services,  Inc.",amazon,non_fiction,4.4,72.77,92,14.03
"Amazon Digital Services,  Inc.",indie,adult_fiction,3.2,97.06,118,7.3
"Amazon Digital Services,  Inc.",small/medium,YA_fiction,3.97,118.04,171,5.52
Simon and Schuster Digital Sales Inc,big five,YA_fiction,4.58,130.72,201,5.8
Random House LLC,big five,YA_fiction,4.56,76.19,149,4.28
"Amazon Digital Services,  Inc.",indie,YA_fiction,4.41,128.54,174,5.61
"Amazon Digital Services,  Inc.",indie,non_fiction,4.64,48.59,52,15.11
Simon and Schuster Digital Sales Inc,big five,non_fiction,3.66,55.68,122,13.16
"Amazon Digital Services,  Inc.",small/medium,adult_fiction,4.2,89.7,117,10.55
Random House LLC,big five,non_fiction,4.38,56.85,108,11.43
Hachette Book Group,big five,non_fiction,4.4,44.75,97,13.38
Penguin Group (USA) LLC,big five,adult_fiction,4.61,116.62,126,4.97
"Amazon Digital Services,  Inc.",indie,adult_fiction,4.5,49.27,114,8.04
"Amazon Digital Services,  Inc.",single author,non_fiction,4.52,78.55,107,16.34
"Amazon Digital Services,  Inc.",small/medium,adult_fiction,4.52,45.31,77,8.62
HarperCollins Publishers,big five,non_fiction,4.45,51.36,126,16.61
HarperCollins Publishers,big five,non_fiction,4.76,72.59,123,14.7
Simon and Schuster Digital Sales Inc,big five,YA_fiction,4.29,125.69,185,8.91
"Amazon Digital Services,  Inc.",indie,YA_fiction,3.94,32.32,146,9.34
Penguin Group (USA) LLC,big five,adult_fiction,2.5,90.05,125,12.01
"Amazon Digital Services,  Inc.",indie,non_fiction,4.15,46.53,102,18.27
"Amazon Digital Services,  Inc.",small/medium,adult_fiction,4.23,118.95,149,8.53
Penguin Group (USA) LLC,big five,YA_fiction,4.5,80.03,157,8.69
"Amazon Digital Services,  Inc.",single author,non_fiction,4.5,51.9,132,17.38
"Amazon Digital Services,  Inc.",single author,non_fiction,4.5,49.05,115,14.76
"Amazon Digital Services,  Inc.",single author,adult_fiction,4.66,116.26,141,8.77
"Amazon Digital Services,  Inc.",small/medium,non_fiction,4.79,54.63,105,14.87
"Amazon Digital Services,  Inc.",small/medium,adult_fiction,4.62,54.93,135,6.41
"Amazon Digital Services,  Inc.",small/medium,YA_fiction,3.8,91.07,143,9.08
"Amazon Digital Services,  Inc.",small/medium,adult_fiction,4.22,114.77,123,7.43
"Amazon Digital Services,  Inc.",small/medium,non_fiction,4.11,68.4,92,15.52
"Amazon Digital Services,  Inc.",indie,YA_fiction,4.57,95.5,157,7.79
"Amazon Digital Services,  Inc.",single author,non_fiction,4.07,78.14,108,15.96
"Amazon Digital Services,  Inc.",indie,YA_fiction,4.66,149.78,176,5.69
"Amazon Digital Services,  Inc.",single author,non_fiction,2.48,80.51,86,16.99
"Amazon Digital Services,  Inc.",small/medium,non_fiction,4.61,67.1,60,15.09
"Amazon Digital Services,  Inc.",small/medium,YA_fiction,4.29,98.35,159,7
"Amazon Digital Services,  Inc.",small/medium,YA_fiction,3.6,116.38,168,5.79
"Amazon Digital Services,  Inc.",amazon,non_fiction,4.5,29.59,73,17.27
"Amazon Digital Services,  Inc.",small/medium,YA_fiction,4.25,95.65,176,7.21
Hachette Book Group,big five,non_fiction,4.52,55.46,123,17.94
"Amazon Digital Services,  Inc.",single author,adult_fiction,3.8,132.34,144,10.4
"Amazon Digital Services,  Inc.",indie,non_fiction,4.07,70.97,117,14.07
Simon and Schuster Digital Sales Inc,big five,YA_fiction,4.41,115.11,163,5.54
"Amazon Digital Services,  Inc.",small/medium,non_fiction,4.09,53.17,69,16.63
"Amazon Digital Services,  Inc.",small/medium,adult_fiction,3.82,104.74,166,8.46
"Amazon Digital Services,  Inc.",indie,YA_fiction,4.68,76.59,154,8.96
"Amazon Digital Services,  Inc.",small/medium,non_fiction,3.93,81.28,141,12.19
"Amazon Digital Services,  Inc.",small/medium,adult_fiction,4.75,70.63,125,10.25
Simon and Schuster Digital Sales Inc,big five,adult_fiction,4.29,41.05,92,9.46
"Amazon Digital Services,  Inc.",small/medium,adult_fiction,4.67,110.37,145,8.28
HarperCollins Publishers,big five,YA_fiction,4.81,105.39,181,6.48
Simon and Schuster Digital Sales Inc,big five,adult_fiction,4.69,103.43,155,5.9
"Amazon Digital Services,  Inc.",small/medium,adult_fiction,3,68.55,132,8.92
"Amazon Digital Services,  Inc.",indie,adult_fiction,2.5,68.47,123,11.37
"Amazon Digital Services,  Inc.",small/medium,non_fiction,4.26,45.18,62,16.52
"Amazon Digital Services,  Inc.",small/medium,non_fiction,4.13,56.75,106,17.11
Hachette Book Group,big five,non_fiction,4.87,47.17,93,14.41
"Amazon Digital Services,  Inc.",small/medium,YA_fiction,4.81,115.52,169,6.76
Random House LLC,big five,adult_fiction,4.15,65.14,116,10.78
"Amazon Digital Services,  Inc.",small/medium,adult_fiction,3.65,92.57,142,9.61
"Amazon Digital Services,  Inc.",small/medium,non_fiction,3.93,55.85,100,12.5
"Amazon Digital Services,  Inc.",indie,adult_fiction,3.76,99.97,155,7.96
Macmillan,big five,adult_fiction,4.35,52.77,135,7.12
"Amazon Digital Services,  Inc.",indie,non_fiction,4.58,56.85,93,13.23
"Amazon Digital Services,  Inc.",single author,YA_fiction,2.48,80.2,137,8.26
"Amazon Digital Services,  Inc.",small/medium,non_fiction,3.5,71.71,119,17.84
"Amazon Digital Services,  Inc.",small/medium,adult_fiction,4.46,95.15,118,10.35
Simon and Schuster Digital Sales Inc,big five,YA_fiction,4.56,127.98999999999998,197,6.56
"Amazon Digital Services,  Inc.",indie,non_fiction,4.07,66.05,94,17.32
"Amazon Digital Services,  Inc.",indie,adult_fiction,2.75,71.99,95,5.38
Penguin Group (USA) LLC,big five,YA_fiction,4.18,92.99,183,7.66
"Amazon Digital Services,  Inc.",single author,YA_fiction,4.82,155.71,173,4.52
"Amazon Digital Services,  Inc.",small/medium,adult_fiction,3,74.72,134,7.1
"Amazon Digital Services,  Inc.",indie,adult_fiction,4.68,71.7,151,8.43
HarperCollins Publishers,big five,adult_fiction,4.75,77.15,134,6.34
"Amazon Digital Services,  Inc.",small/medium,non_fiction,4.31,29.77,112,13.33
"Amazon Digital Services,  Inc.",single author,adult_fiction,4.55,94.28,144,9.14
Penguin Group (USA) LLC,big five,adult_fiction,4.56,106.07,142,10.91
"Amazon Digital Services,  Inc.",small/medium,non_fiction,3.32,63.53,125,11.47
"Amazon Digital Services,  Inc.",small/medium,adult_fiction,4.98,72.01,89,7.26
"Amazon Digital Services,  Inc.",single author,YA_fiction,4.73,154.1,226,10.97
Penguin Group (USA) LLC,big five,adult_fiction,4.2,99.58,138,5.31
Macmillan,big five,non_fiction,3.79,61.76,73,14.75
"Amazon Digital Services,  Inc.",single author,adult_fiction,4.36,109,106,7.13
"Amazon Digital Services,  Inc.",indie,non_fiction,2.5,63.67,111,15.27
Random House LLC,big five,adult_fiction,3,96.34,134,7.12
Simon and Schuster Digital Sales Inc,big five,adult_fiction,4.3,111.69,153,8.76
"Amazon Digital Services,  Inc.",small/medium,non_fiction,4.28,103.38,121,16.45
Random House LLC,big five,YA_fiction,4.57,125.39,164,8.67
"Amazon Digital Services,  Inc.",small/medium,YA_fiction,4.5,149.99,164,13.05
Penguin Group (USA) LLC,big five,YA_fiction,4.33,72.75,163,8.92
"Amazon Digital Services,  Inc.",small/medium,YA_fiction,4.5,139.51,206,7.6
"Amazon Digital Services,  Inc.",small/medium,non_fiction,4.41,63.07,141,14.51
Macmillan,big five,adult_fiction,4.5,80.51,126,11.13
Simon and Schuster Digital Sales Inc,big five,adult_fiction,3.5,77.56,94,5.96
"Amazon Digital Services,  Inc.",small/medium,non_fiction,4.22,51.95,105,17.73
"Amazon Digital Services,  Inc.",small/medium,YA_fiction,3.78,95.96,181,8.36
"Amazon Digital Services,  Inc.",single author,YA_fiction,4.45,82.13,141,8.14
"Amazon Digital Services,  Inc.",small/medium,non_fiction,4.28,62.08,101,13.37
"Amazon Digital Services,  Inc.",single author,non_fiction,4.37,15.63,116,14.08
"Amazon Digital Services,  Inc.",small/medium,YA_fiction,4.33,146.04,174,7.36
"Amazon Digital Services,  Inc.",indie,adult_fiction,4.71,72.63,115,7.92
"Amazon Digital Services,  Inc.",indie,non_fiction,4.26,73.2,67,13.66
Macmillan,big five,YA_fiction,4.71,110.95,168,6.27
"Amazon Digital Services,  Inc.",small/medium,YA_fiction,4.65,105.63,128,6.36
"Amazon Digital Services,  Inc.",indie,non_fiction,4.28,74.69,72,12.73
"Amazon Digital Services,  Inc.",single author,non_fiction,4.33,38.13,83,16.83
DC Comics,small/medium,non_fiction,4.45,71.5,109,15.93
"Amazon Digital Services,  Inc.",indie,adult_fiction,4.15,109.05,150,5.67
"Amazon Digital Services,  Inc.",indie,non_fiction,4.16,45.51,109,18.76
"Amazon Digital Services,  Inc.",indie,non_fiction,4.29,64.41,106,16.53
HarperCollins Publishers,big five,non_fiction,4.5,59.57,105,12.36
"Amazon Digital Services,  Inc.",small/medium,YA_fiction,4.02,166.03,182,9.06
"Amazon Digital Services,  Inc.",indie,non_fiction,4.52,66.58,88,12.96
"Amazon Digital Services,  Inc.",indie,adult_fiction,4.03,82.67,151,7.61
"Amazon Digital Services,  Inc.",single author,non_fiction,4.43,51.95,128,18.45
Simon and Schuster Digital Sales Inc,big five,YA_fiction,3,129.28,175,7.85
"Amazon Digital Services,  Inc.",single author,adult_fiction,4.66,66.59,135,6.96
"Amazon Digital Services,  Inc.",small/medium,adult_fiction,4.52,97.4,126,6.57
HarperCollins Christian Publishing,big five,non_fiction,4.44,61.12,106,17
HarperCollins Publishers,big five,YA_fiction,4.16,118.62,147,6.57
"Amazon Digital Services,  Inc.",indie,non_fiction,4.42,56.57,93,13.79
Macmillan,big five,non_fiction,4.4,67.11,83,15.77
"Amazon Digital Services,  Inc.",indie,non_fiction,4.28,88.97,114,16.95
"Amazon Digital Services,  Inc.",small/medium,adult_fiction,4.6,122.41,148,8.97
"Amazon Digital Services,  Inc.",single author,YA_fiction,4.53,105.8,172,6.75
"Amazon Digital Services,  Inc.",small/medium,non_fiction,4.27,78.12,89,16.5
"Amazon Digital Services,  Inc.",single author,non_fiction,4.76,56.39,103,17.57
Penguin Group (USA) LLC,big five,adult_fiction,4.05,69.63,105,9.09
"Amazon Digital Services,  Inc.",small/medium,YA_fiction,4.67,73.76,163,9.42
"Amazon Digital Services,  Inc.",indie,non_fiction,4.36,82.03,70,18.16
Random House LLC,big five,adult_fiction,4.25,88.26,129,8.42
"Amazon Digital Services,  Inc.",amazon,adult_fiction,4.33,83.05,126,6.79
"Amazon Digital Services,  Inc.",indie,non_fiction,4.71,77.89,129,16.14
Penguin Group (USA) LLC,big five,adult_fiction,3.48,105.07,126,10.38
Penguin Group (USA) LLC,big five,YA_fiction,4.12,97.66,183,6.74
"Amazon Digital Services,  Inc.",indie,non_fiction,3.8,72.85,106,13.93
"Amazon Digital Services,  Inc.",small/medium,YA_fiction,3.92,108.55,151,9.8
HarperCollins Publishers,big five,non_fiction,4.57,93.64,91,11.47
"Amazon Digital Services,  Inc.",small/medium,adult_fiction,4.18,74.56,133,8.25
"Amazon Digital Services,  Inc.",indie,non_fiction,4.55,53.72,91,13.76
"Amazon Digital Services,  Inc.",small/medium,non_fiction,3.76,61.85,81,17.29
"Amazon Digital Services,  Inc.",small/medium,YA_fiction,4.29,76.78,175,8.09
"Amazon Digital Services,  Inc.",small/medium,YA_fiction,4.6,77.83,145,8.54
"Amazon Digital Services,  Inc.",indie,YA_fiction,4.68,110.12,207,11.49
"Amazon Digital Services,  Inc.",small/medium,non_fiction,4.12,57.34,80,16.34
"Amazon Digital Services,  Inc.",small/medium,YA_fiction,4.16,143.01,188,7.28
Simon and Schuster Digital Sales Inc,big five,YA_fiction,4.36,131.79,172,8.36
Random House LLC,big five,non_fiction,4.7,64.02,75,12.44
"Amazon Digital Services,  Inc.",indie,non_fiction,4.59,61.67,82,13.28
Penguin Group (USA) LLC,big five,non_fiction,4.25,69.73,125,14.25
"Amazon Digital Services,  Inc.",small/medium,non_fiction,4.24,63.489999999999995,114,17.55
HarperCollins Publishers,big five,non_fiction,3.48,60.44,134,14.85
"Amazon Digital Services,  Inc.",single author,non_fiction,4.74,40.2,81,14.4
Penguin Group (USA) LLC,big five,adult_fiction,3.5,124.32,131,5.65
"Amazon Digital Services,  Inc.",indie,non_fiction,4.8,36.92,72,18.95
"Amazon Digital Services,  Inc.",indie,adult_fiction,4.48,61.14,123,11.69
"Amazon Digital Services,  Inc.",small/medium,non_fiction,4.8,68.28,111,16.72
"Amazon Digital Services,  Inc.",indie,adult_fiction,3.5,98.51,108,9.94
Simon and Schuster Digital Sales Inc,big five,non_fiction,4.38,70.4,99,18.15
